 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-22-23-127734-58ba0cddc6de-1
trials-all-1  | [coordinator-2] [INFO] [1698542568.655421592] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542568.659092368] [coordinator]: The time of execution of above program is:9.834205865859985
trials-all-1  | [robot-6] [INFO] [1698542568.659579338] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542568.663294112] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542568.679426128] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542568.683313891] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542568.679720110] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542568.683405885] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542568.690274467] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542568.693910245] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542568.699535902] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542568.709085320] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542568.719864663] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542568.721473565] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542568.729529074] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542568.735526708] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542568.736019678] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542568.746258054] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542568.750043823] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542568.754444555] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542568.761662115] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542568.771530513] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542568.778349097] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542568.780065993] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542568.783693772] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542568.783749768] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542568.793781157] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542568.802423630] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542568.810159158] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542568.813918929] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542568.817423715] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542568.812288028] [coordinator]: The time of execution of above program is:9.96247386932373
trials-all-1  | [coordinator-2] [INFO] [1698542568.815924807] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542568.825946196] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542568.828106064] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542568.832130819] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542568.842317198] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542568.846140965] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542568.853345525] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542568.861118051] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542568.869593535] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542568.875397181] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542568.879458933] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542568.887933417] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542568.891697187] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542568.888683371] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542568.893036106] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542568.905840325] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542568.909986072] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542568.917555611] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542568.921330381] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542568.929422887] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542568.933002669] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542568.937081420] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542568.950808584] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542568.954590353] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542568.964575744] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542568.974019169] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542568.977822937] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542568.977028985] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542568.980970745] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542568.984412535] [coordinator]: The time of execution of above program is:10.15979790687561
trials-all-1  | [robot-6] [INFO] [1698542568.983419596] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542568.987106371] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542569.004000341] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542569.009118029] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542569.007564124] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542569.016385587] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542569.019875375] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542569.023577149] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542569.033655536] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542569.046684743] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542569.052749374] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542569.059467965] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542569.067506475] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542569.069576349] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542569.079751730] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542569.087357267] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542569.096996680] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542569.101252421] [coordinator]: The time of execution of above program is:10.275990009307861
trials-all-1  | [robot-6] [INFO] [1698542569.097175669] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.100771451] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542569.104600218] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542569.115208572] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.132687508] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542569.136760260] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542569.136976247] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542569.144704776] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542569.148315557] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542569.155495120] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542569.174414968] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542569.177053807] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542569.180790580] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542569.180133620] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.183753400] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.192965839] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542569.196265638] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542569.205219093] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542569.218248300] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542569.222235057] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542569.221293115] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542569.224784902] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542569.233860350] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542569.239003037] [coordinator]: The time of execution of above program is:10.403534173965454
trials-all-1  | [coordinator-2] [INFO] [1698542569.242753808] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542569.239713993] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.243266777] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542569.246300592] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542569.255696021] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542569.265618417] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542569.270115143] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542569.277264708] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542569.285282220] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542569.289167983] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542569.293683708] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542569.297725462] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542569.306479929] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542569.312830543] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.316168340] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542569.323693882] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542569.331201425] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.334986194] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542569.340278872] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542569.354060033] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542569.357869801] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542569.356388892] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542569.360154662] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542569.372609904] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542569.378497546] [coordinator]: The time of execution of above program is:10.538989067077637
trials-all-1  | [robot-6] [INFO] [1698542569.380220441] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542569.385473121] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542569.400361215] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.404010993] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542569.407682769] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542569.419448053] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542569.429050469] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542569.432524257] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542569.436258030] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542569.444770512] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.448395291] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542569.452292054] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542569.457091762] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.460526553] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542569.479702386] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542569.484006124] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542569.480744322] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542569.485192051] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542569.488820831] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542569.489667779] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.494622477] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542569.507965665] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542569.518164045] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542569.519628955] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542569.525666588] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542569.530191312] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542569.536526927] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542569.540030714] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542569.556873688] [coordinator]: The time of execution of above program is:10.707076787948608
trials-all-1  | [coordinator-2] [INFO] [1698542569.560400474] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542569.563954257] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542569.556955683] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.560340477] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.570457861] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542569.581062216] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542569.584536005] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542569.588600757] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542569.581270203] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542569.584706994] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542569.608906521] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542569.613721228] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542569.617515997] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542569.621162775] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542569.616387066] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.620202834] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.635642894] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542569.638954692] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542569.641574533] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542569.645770277] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542569.649875027] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542569.655385692] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542569.672334660] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542569.686904774] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.698888044] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542569.704398709] [coordinator]: The time of execution of above program is:10.852339744567871
trials-all-1  | [coordinator-2] [INFO] [1698542569.710079363] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542569.713810136] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.718547847] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542569.725865402] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542569.731168079] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542569.734974848] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542569.734027905] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542569.738338643] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542569.746013176] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.752344790] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.764167071] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.769212764] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542569.764258065] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542569.785855751] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542569.790310479] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542569.797322053] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542569.798598975] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542569.802885714] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542569.805234571] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.809854290] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.825548334] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.832459914] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542569.829584089] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542569.846192078] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542569.853462635] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542569.858541326] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542569.857410395] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542569.865372910] [coordinator]: The time of execution of above program is:11.037372589111328
trials-all-1  | [coordinator-2] [INFO] [1698542569.871334548] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542569.866167862] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.870207616] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542569.877563168] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542569.882496868] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.888282516] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542569.896428020] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542569.908251300] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542569.908453288] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542569.912971013] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542569.931112909] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542569.936956553] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542569.945555030] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542569.951200686] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542569.957165323] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542569.957977274] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542569.962338008] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542569.976279160] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542569.981594836] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542569.986405543] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542569.984936633] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542569.995706977] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542570.005709368] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542570.009605131] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542570.010254092] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542570.015864751] [coordinator]: The time of execution of above program is:11.189098358154297
trials-all-1  | [arm-1] [INFO] [1698542570.021107432] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542570.026773088] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542570.032178760] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542570.035707545] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542570.039673304] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542570.051386592] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542570.044024040] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542570.047484829] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542570.051162606] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542570.063709843] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542570.067527611] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542570.070085456] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542570.075945100] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542570.076639058] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542570.082762685] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542570.100634599] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542570.105147325] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542570.109424065] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542570.108970093] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542570.116350644] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542570.120079418] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542570.123568205] [coordinator]: The time of execution of above program is:11.298908472061157
trials-all-1  | [robot-6] [INFO] [1698542570.121530329] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542570.127849945] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542570.138727284] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542570.144770917] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542570.149764613] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542570.162762823] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542570.169731400] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542570.173612164] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542570.175889026] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542570.183836543] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542570.188272273] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542570.192072042] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542570.195498834] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542570.200356539] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542570.191550074] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542570.195158855] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542570.200280543] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542570.215609612] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542570.219453378] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542570.233287537] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542570.235131425] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542570.237702269] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542570.251454433] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542570.260815864] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542570.261529821] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542570.268898373] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542570.275813953] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542570.283016515] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542570.286662294] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542570.313385670] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542570.318017388] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542570.333399453] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542570.337960176] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542570.338454146] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542570.345575713] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542570.349164495] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542570.359194886] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542570.364000594] [coordinator]: The time of execution of above program is:11.538121223449707
trials-all-1  | [arm-1] [INFO] [1698542570.361684734] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542570.366366450] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542570.369937233] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542570.374426960] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542570.376003864] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542570.379733637] [arm]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542570.409188847] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542570.382468471] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542570.386132249] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542570.391174942] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
