 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-21-40-21-004232-7551cb06f269-1
trials-all-1  | [robot-6] [INFO] [1698529247.783920597] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529247.787584705] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529247.791240814] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529247.799630062] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529247.803376173] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529247.811381410] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529247.815235524] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529247.812650448] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529247.816820571] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529247.822980754] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698529247.836804163] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [arm-1] [INFO] [1698529247.824768806] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529247.828614920] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529247.828934930] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529247.840089260] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529247.843796370] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529247.858861816] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529247.866413040] [coordinator]: The time of execution of above program is:10.881524324417114
trials-all-1  | [arm-1] [INFO] [1698529247.872328215] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529247.878169388] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529247.882052503] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529247.880105445] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698529247.888001679] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529247.891541784] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529247.902462107] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529247.904163157] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529247.907981270] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529247.917619556] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529247.921443669] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529247.925396786] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529247.928125867] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529247.933783034] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529247.939372200] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529247.943384319] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529247.948590473] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529247.952703595] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529247.956410704] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529247.951591562] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529247.955210669] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529247.964610947] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529247.970134111] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529247.973898222] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529247.979427386] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529247.982860487] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529247.983559508] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529247.994001817] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529247.998392947] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529248.003111087] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.006615190] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529248.013021379] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.018119530] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529248.020727606] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529248.026497777] [coordinator]: The time of execution of above program is:11.058055400848389
trials-all-1  | [arm-1] [INFO] [1698529248.027161796] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.031123913] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529248.035212033] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529248.038307125] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529248.041779227] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529248.049091443] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.053368569] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529248.066103944] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529248.071379100] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.075128210] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529248.082180418] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529248.086282539] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529248.090094652] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529248.094264775] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.103968061] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529248.114600374] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.118327484] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.128226776] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698529248.129678819] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698529248.135325985] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529248.136586022] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529248.145511285] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.149235395] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529248.154742558] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.158353664] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.175107158] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.178471257] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529248.182233368] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.191417639] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529248.192531672] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529248.202617969] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698529248.213205281] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529248.216917391] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529248.214832329] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.218316432] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.228999747] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.238838037] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529248.242809154] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.246191254] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529248.241625119] [coordinator]: The time of execution of above program is:11.254122257232666
trials-all-1  | [coordinator-2] [INFO] [1698529248.245348229] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529248.249055338] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529248.251467409] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.255149518] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529248.276445146] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529248.280275259] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529248.283692359] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529248.289726537] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.301394881] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529248.305072990] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529248.304543974] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529248.308431089] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529248.320260438] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529248.324093551] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529248.326206613] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.330193730] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.341449062] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698529248.353894429] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529248.364258735] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529248.368399857] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529248.368570862] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529248.372531979] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529248.386282384] [arm]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.405181941] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529248.388759457] [coordinator]: The time of execution of above program is:11.409834861755371
trials-all-1  | [coordinator-2] [INFO] [1698529248.392639572] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529248.400768811] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529248.392588570] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.396310680] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529248.419799372] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529248.423555483] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529248.427384596] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529248.436280858] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529248.439999968] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.443574073] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529248.440085970] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529248.444149090] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529248.450955291] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.454598398] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529248.471500897] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529248.483256243] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529248.488334393] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.492455514] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529248.489311422] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529248.493313540] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529248.508038974] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.511934089] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529248.510320041] [coordinator]: The time of execution of above program is:11.53058648109436
trials-all-1  | [coordinator-2] [INFO] [1698529248.514135154] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529248.517671258] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529248.517742260] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.521550372] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529248.534647758] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529248.538547873] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529248.542087978] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529248.553035300] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.556658407] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529248.555171363] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529248.559012477] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529248.580151100] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529248.580442109] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529248.589551377] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698529248.602245751] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698529248.610004980] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529248.617209193] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.621605322] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.636984776] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529248.641146898] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529248.646661061] [coordinator]: The time of execution of above program is:11.678497791290283
trials-all-1  | [arm-1] [INFO] [1698529248.652156223] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529248.661392495] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529248.662282521] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529248.673221844] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529248.679129018] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529248.681652093] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529248.682966131] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.696213522] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.706455824] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529248.712118991] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529248.716256113] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529248.722447295] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529248.723459325] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.727420442] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529248.733446620] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.737294733] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.756076287] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.760373413] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529248.764148525] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.768794662] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529248.776042875] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.779925990] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.789487272] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.793448389] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529248.804211706] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529248.808824842] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529248.812794959] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529248.812631954] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529248.818951141] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529248.819409154] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529248.823757282] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529248.838085705] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529248.850868082] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.854786197] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529248.852077117] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529248.855710224] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529248.860342361] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.864648488] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529248.870729667] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.874904790] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529248.888312185] [coordinator]: The time of execution of above program is:11.892964124679565
trials-all-1  | [coordinator-2] [INFO] [1698529248.892147299] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529248.896006412] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529248.892123298] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.899350511] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529248.903090621] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.906659726] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529248.921435162] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529248.938626669] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529248.943546814] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529248.947254923] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529248.950579021] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529248.959610288] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529248.963749410] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529248.959823294] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529248.963331397] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529248.971981652] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529248.981978947] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529248.984832031] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529248.988660144] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529248.989474168] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529249.009003744] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529249.013280869] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529249.015295928] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529249.017417991] [coordinator]: The time of execution of above program is:12.050662755966187
trials-all-1  | [arm-1] [INFO] [1698529249.031946417] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.035345517] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529249.034541493] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529249.048969917] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529249.049541934] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529249.053682055] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.071211570] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529249.075426694] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.078658789] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.083619934] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529249.088176068] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.097747349] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.101888471] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529249.102281482] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698529249.105682582] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529249.109667699] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529249.117906941] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.118530959] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529249.130641315] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.138630549] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.143643696] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529249.153830995] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529249.155393041] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529249.165057325] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529249.169060443] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.176985675] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529249.179286743] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529249.181942821] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529249.182923850] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529249.190996086] [coordinator]: The time of execution of above program is:12.220219612121582
trials-all-1  | [arm-1] [INFO] [1698529249.192951144] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.200672371] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529249.206307536] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529249.207026557] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529249.220901964] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529249.224550072] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.231281269] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529249.235192384] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.238654486] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.246973730] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529249.252543893] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.262234178] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.266104291] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529249.265765281] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698529249.277519627] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529249.282767781] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529249.283511802] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529249.292285060] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698529249.299153262] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529249.309358561] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.317778808] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.323739983] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529249.327254087] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.327278087] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529249.330735189] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.337844398] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529249.339056433] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529249.342639538] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529249.357488974] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529249.364736187] [coordinator]: The time of execution of above program is:12.381358623504639
trials-all-1  | [arm-1] [INFO] [1698529249.367099256] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529249.372414412] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529249.372889426] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529249.388683890] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529249.395528091] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529249.404342350] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529249.407906454] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529249.409368497] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.422007868] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529249.425899983] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529249.443359495] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698529249.444153518] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529249.447147606] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529249.458929952] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698529249.460068986] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529249.463055073] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529249.467432202] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529249.477064485] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529249.477191488] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698529249.486173752] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529249.497252077] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529249.499287137] [coordinator]: Receiving sync message: error,door_closed,Room3
