 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-22-54-24-081915-4788d038a40e-1
trials-all-1  | [arm-1] [INFO] [1698533690.465215372] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533690.473866129] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533690.476951042] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533690.492332609] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533690.503823286] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533690.511568068] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533690.520793809] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533690.527233628] [coordinator]: The time of execution of above program is:10.153201580047607
trials-all-1  | [robot-6] [INFO] [1698533690.531093519] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533690.533383455] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698533690.535131406] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533690.543932158] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533690.553431891] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533690.569109450] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533690.577025228] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533690.580900119] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533690.567797487] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533690.590116859] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533690.596921668] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533690.600273574] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698533690.609786306] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533690.610410289] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533690.614829164] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698533690.622689943] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533690.626579834] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533690.626865826] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533690.630410726] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533690.639056483] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533690.644288336] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698533690.655095032] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533690.656972979] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698533690.661971838] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533690.672632539] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533690.679272352] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533690.682884250] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533690.686665144] [coordinator]: The time of execution of above program is:10.320924758911133
trials-all-1  | [arm-1] [INFO] [1698533690.700088766] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533690.703714664] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533690.709875491] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533690.713676384] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533690.725115062] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533690.736274749] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533690.740153640] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533690.743008559] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533690.750457350] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533690.754504236] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533690.765299932] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698533690.778252568] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533690.782890438] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533690.779544532] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533690.783688415] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533690.789956239] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533690.793986125] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533690.804938817] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698533690.807843736] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533690.820016393] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533690.824219275] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533690.827740176] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533690.835287964] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698533690.840579815] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533690.847114631] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533690.851156518] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533690.851295514] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533690.856510367] [coordinator]: The time of execution of above program is:10.492938041687012
trials-all-1  | [arm-1] [INFO] [1698533690.865363118] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533690.869841992] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698533690.873537888] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533690.882063648] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533690.885863541] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533690.892356359] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533690.896261249] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533690.895943258] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533690.908767897] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533690.912320797] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533690.921192548] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533690.926550397] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533690.934194182] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533690.938130071] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533690.937992075] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533690.942467949] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533690.953087651] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533690.958696493] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533690.962803378] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533690.962397389] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533690.976579990] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533690.982125834] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533690.986037724] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533690.989756619] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533690.993050527] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533690.987822674] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533690.991299576] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533691.005715171] [coordinator]: The time of execution of above program is:10.632775068283081
trials-all-1  | [coordinator-2] [INFO] [1698533691.015099907] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533691.018907800] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533691.016390871] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.020522754] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.028324535] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533691.038545248] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533691.042624133] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533691.050238919] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533691.055696766] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.059883648] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.063560545] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533691.063408549] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533691.067194443] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533691.082012026] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.085879918] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533691.093861693] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533691.097878580] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.101751472] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533691.115996071] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533691.124547831] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.128111731] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533691.128470721] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533691.132763600] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533691.136129505] [coordinator]: The time of execution of above program is:10.774348020553589
trials-all-1  | [robot-6] [INFO] [1698533691.133705573] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.137101478] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533691.153949005] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533691.157920893] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533691.155073973] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533691.170108550] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533691.174093438] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533691.158860866] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.180804250] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533691.189922993] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533691.197564779] [arm]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.217240226] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698533691.202073652] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533691.206038541] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533691.216662242] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533691.203497612] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.207224507] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698533691.235284719] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533691.237977643] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.242282522] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.245802423] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533691.243904476] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533691.247929363] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533691.258259073] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.264349902] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533691.265018883] [coordinator]: The time of execution of above program is:10.889462947845459
trials-all-1  | [coordinator-2] [INFO] [1698533691.268979772] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533691.272770665] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.282344396] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.286252286] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533691.285896296] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533691.307452690] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533691.311428579] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533691.314925480] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533691.317882397] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533691.329244078] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.335145912] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533691.335692897] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533691.342680700] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533691.346315598] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533691.342568703] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.346315598] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533691.360776192] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533691.364548086] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.372111873] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533691.372623859] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698533691.378279700] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.381987596] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533691.394417246] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533691.400542074] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.404707957] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.408243858] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533691.402737012] [coordinator]: The time of execution of above program is:11.036072731018066
trials-all-1  | [coordinator-2] [INFO] [1698533691.406440908] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533691.419060554] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533691.424961388] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.429023274] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533691.439902968] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533691.455116540] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533691.464502276] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533691.465910237] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.476351943] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.479820846] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.483007756] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533691.490800537] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.496857367] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533691.501497237] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.513727893] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.517295793] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698533691.514067883] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533691.517738780] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533691.526139544] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533691.526931522] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533691.534883298] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698533691.551304837] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533691.541226120] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533691.545458001] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533691.543934044] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533691.555263726] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.566322415] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533691.567922370] [coordinator]: The time of execution of above program is:11.187096357345581
trials-all-1  | [arm-1] [INFO] [1698533691.573562211] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.578066085] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.582316965] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533691.574033198] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698533691.588456793] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.593427653] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533691.600076466] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533691.606568284] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533691.614479061] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533691.621590861] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533691.630648607] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.634412501] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.638004400] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533691.640446332] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698533691.647979120] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.652322998] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533691.657139862] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533691.660442770] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533691.659409799] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.667377575] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.673488403] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.676926306] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533691.683397124] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533691.685429067] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533691.689264959] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.700760636] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533691.708855409] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533691.716289200] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.720393085] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.726447914] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533691.728318862] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533691.732598742] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533691.736080644] [coordinator]: The time of execution of above program is:11.374228239059448
trials-all-1  | [robot-6] [INFO] [1698533691.732990731] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.736817623] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.751955198] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.756601067] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.760128968] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533691.756765062] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533691.760191966] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533691.770985663] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533691.776297513] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533691.779932411] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533691.781996353] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533691.789466143] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.794437004] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533691.799458863] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533691.806988651] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533691.810670547] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533691.808207617] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.814592437] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533691.826077114] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533691.831878951] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.835979836] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533691.840420711] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698533691.843441626] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.848248491] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533691.847887501] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533691.852242379] [coordinator]: The time of execution of above program is:11.48953104019165
trials-all-1  | [arm-1] [INFO] [1698533691.863296068] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.867598947] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.871500838] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.875332730] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533691.882217537] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.887222396] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533691.887663384] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533691.891345280] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533691.896446137] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533691.913625654] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533691.917599542] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533691.921280439] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533691.924416351] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533691.928743229] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.932827114] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533691.939646923] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533691.943588812] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533691.949297651] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698533691.954404508] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533691.963405255] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533691.967635136] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533691.971207036] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533691.967215148] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533691.970939043] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533691.979285808] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698533691.990460494] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533691.991054478] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698533691.995318358] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533691.996875314] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533692.016818754] [coordinator]: The time of execution of above program is:11.638551950454712
trials-all-1  | [arm-1] [INFO] [1698533692.019038691] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.022816585] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533692.030336374] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533692.035190238] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533692.035190238] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698533692.042345037] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533692.044480977] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533692.047885881] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.068938290] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.076422080] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.077195058] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533692.081494937] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533692.085030838] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533692.081690932] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533692.085087836] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533692.093625597] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533692.098842450] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.114141021] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533692.119389873] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533692.123599755] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533692.132793497] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533692.138881326] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
