 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-00-12-02-529659-d18ed5c6bb5c-1
trials-all-1  | [environment-3] [INFO] [1698538348.404091018] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538348.416915863] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538348.421021813] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538348.423085788] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698538348.434198653] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538348.438365602] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538348.442732550] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538348.449579466] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538348.459198350] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.462972304] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538348.471892196] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538348.475711150] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538348.474067170] [coordinator]: The time of execution of above program is:9.833967447280884
trials-all-1  | [coordinator-2] [INFO] [1698538348.477968122] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538348.492948941] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538348.497595884] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538348.507911759] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538348.522152586] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538348.516029661] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.519727616] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538348.523214574] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538348.526087539] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538348.534252440] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538348.537222404] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538348.551841226] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698538348.555615181] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538348.565557060] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.577563914] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.581796863] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538348.592443734] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538348.596119689] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538348.603880595] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538348.607457552] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538348.617098435] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538348.621077387] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538348.618886413] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.633472237] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538348.637071193] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538348.646304081] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538348.656043963] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538348.659021927] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538348.663809869] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538348.666635834] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538348.668075817] [coordinator]: The time of execution of above program is:10.048184871673584
trials-all-1  | [robot-6] [INFO] [1698538348.672975757] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.686900589] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.690901540] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538348.694648495] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538348.687213585] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538348.694206500] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538348.704026381] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538348.708977321] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538348.711929285] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538348.724007139] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538348.729200076] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538348.741018932] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538348.743777899] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.747920849] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538348.751432806] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538348.756966739] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538348.756676742] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538348.761162688] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538348.773816535] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698538348.778763475] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538348.781296444] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.792212312] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.796206263] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538348.810675088] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538348.813152058] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538348.817133009] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538348.824301922] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538348.828214875] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538348.842786698] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538348.846707651] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538348.850518605] [coordinator]: The time of execution of above program is:10.231049537658691
trials-all-1  | [arm-1] [INFO] [1698538348.845625664] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.849098622] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538348.865034429] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538348.868936381] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538348.875977296] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538348.879939248] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538348.885121185] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538348.889122136] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538348.895599058] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.906002932] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538348.912409854] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538348.919471768] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538348.923508719] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538348.928131663] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538348.932979605] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538348.944672463] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538348.949192408] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538348.951399381] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698538348.964031228] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538348.970282152] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538348.965095215] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538348.969370163] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538348.978604051] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538348.982530004] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538348.979103045] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538348.988447932] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698538348.992309885] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.002833757] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538349.005571724] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538349.009613675] [coordinator]: The time of execution of above program is:10.389952659606934
trials-all-1  | [arm-1] [INFO] [1698538349.012003646] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.015711601] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538349.019147560] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538349.029621433] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538349.033741383] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538349.033741383] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.040618300] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.044647251] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.055607118] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538349.058537082] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538349.062437035] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538349.067555973] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538349.067628972] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538349.072664911] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538349.080496816] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538349.087753728] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538349.094334649] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538349.100016580] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.103722535] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538349.114322406] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538349.116574379] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538349.121446320] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538349.130349212] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538349.134350164] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538349.139957096] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538349.133681172] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538349.137136130] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538349.146484017] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.159006865] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538349.161809831] [coordinator]: The time of execution of above program is:10.521397113800049
trials-all-1  | [coordinator-2] [INFO] [1698538349.175202669] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538349.180926599] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.186246535] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538349.194204438] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538349.202021344] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538349.205786298] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538349.214236196] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.226158051] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.236572925] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.240420878] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538349.237829910] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538349.241573864] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538349.253989714] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538349.256249687] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538349.261942618] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.274185469] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.277848425] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538349.286012326] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698538349.286967314] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.290913267] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538349.290916267] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538349.295982205] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538349.305913085] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.317514944] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538349.324610858] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.332066768] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.335864722] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538349.332893758] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538349.337360704] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538349.341185657] [coordinator]: The time of execution of above program is:10.721720695495605
trials-all-1  | [arm-1] [INFO] [1698538349.346292595] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.350419545] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538349.362883394] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538349.364892370] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538349.372466278] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.379254196] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.385309123] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538349.386805105] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538349.393348025] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.397103980] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538349.411624804] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538349.415303759] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538349.412667791] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538349.415987751] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.421234687] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698538349.435685512] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698538349.436967497] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.440926449] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538349.445432394] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538349.452383310] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538349.453066302] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.461064205] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538349.463121180] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538349.476612016] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538349.480813965] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538349.477770002] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698538349.487600883] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538349.499532739] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538349.504571677] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538349.514742554] [coordinator]: The time of execution of above program is:10.883954763412476
trials-all-1  | [coordinator-2] [INFO] [1698538349.518448509] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538349.521949467] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538349.515558544] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.519282499] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538349.522936455] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538349.526686409] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.530424364] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538349.536408292] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538349.544620192] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.553540084] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538349.559836008] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538349.562405977] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.568734900] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538349.572705852] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538349.570863874] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538349.574556829] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538349.588237664] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538349.588668658] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.597664549] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.602309493] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698538349.620979267] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538349.622617247] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.626479200] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538349.630383153] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538349.632259130] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538349.641355020] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538349.650208913] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.656583835] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538349.660343790] [coordinator]: The time of execution of above program is:11.026684999465942
trials-all-1  | [robot-6] [INFO] [1698538349.661276779] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538349.666226719] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538349.680025551] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.683628508] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538349.687244464] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538349.693975382] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538349.697786336] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538349.704668253] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.709111199] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.719686071] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.723282027] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538349.726813984] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.721033054] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538349.725492000] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538349.736150871] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538349.739973825] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.748631720] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698538349.753836657] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538349.758903596] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538349.763337542] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.772649429] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538349.778510358] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538349.779091351] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538349.786471261] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538349.798932110] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698538349.799245107] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538349.807329009] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538349.807889002] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.813665932] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.817176889] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.826193780] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.833745689] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538349.837257646] [coordinator]: The time of execution of above program is:11.191767930984497
trials-all-1  | [arm-1] [INFO] [1698538349.839040624] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538349.842857578] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538349.853314451] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.859100381] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.862401341] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538349.862857336] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538349.874783191] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.879714132] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538349.883430087] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538349.886924044] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.879714132] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538349.883390087] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538349.886889045] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698538349.900514879] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698538349.903923838] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.907973789] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538349.905173823] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538349.918677659] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538349.925898572] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538349.926150569] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538349.934036473] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538349.937763428] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538349.936818440] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698538349.944243350] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538349.947623309] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538349.948480298] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538349.955819209] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538349.960295155] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538349.967034073] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538349.971181023] [coordinator]: The time of execution of above program is:11.3401939868927
trials-all-1  | [arm-1] [INFO] [1698538349.986523837] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538349.992199768] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538349.994751738] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538350.001019662] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538350.003159636] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.006761592] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.016035480] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.021044419] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538350.024949372] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538350.028929324] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538350.022377403] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538350.026341355] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538350.032320283] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538350.042336161] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538350.046102116] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538350.044669133] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538350.053042032] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538350.055976996] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538350.060890937] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538350.069678830] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538350.073818780] [arm]: Action: a_pick_up_sample
