 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-06-20-130142-603a8ef8b169-1
trials-all-1  | [arm-1] [INFO] [1698541605.810315224] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.815877215] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541605.815988215] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541605.827580196] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541605.837420181] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541605.842475173] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541605.853126156] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541605.857131150] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.867236134] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.871788126] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541605.882862109] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541605.886861102] [coordinator]: The time of execution of above program is:9.557128190994263
trials-all-1  | [arm-1] [INFO] [1698541605.895386089] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541605.902850077] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541605.908481068] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.917551054] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.921729047] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541605.925852041] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541605.930084034] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541605.938147021] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541605.941547016] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541605.942120015] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541605.951761000] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541605.955524994] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541605.964770979] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541605.970158970] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541605.974112964] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541605.980013955] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541605.980021955] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.984103948] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541605.995080931] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541605.998664925] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541606.006980912] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.008914909] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541606.017859895] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541606.018717893] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541606.022979887] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541606.024045885] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.035677866] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.040942858] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.046106850] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.052277840] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541606.052632839] [coordinator]: The time of execution of above program is:9.742642879486084
trials-all-1  | [robot-6] [INFO] [1698541606.060743826] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.065889818] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.076208802] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.081984792] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.085884786] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.089516780] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.095663771] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.099628764] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.115016740] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.123030727] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.130641715] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.138471702] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.148517686] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.152997679] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.165219660] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.172840647] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.180866635] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.188060623] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541606.192364616] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541606.197949607] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541606.201589601] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.205424595] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.217629576] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541606.229670557] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541606.233746550] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541606.239442541] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541606.244241533] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.247870528] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.262118505] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541606.262851504] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541606.269945492] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541606.273599487] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541606.272690488] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.276334482] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541606.289239462] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541606.295039452] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.298822446] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541606.300741443] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541606.313328423] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541606.320460412] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541606.323393407] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541606.327853400] [coordinator]: The time of execution of above program is:10.040117502212524
trials-all-1  | [coordinator-2] [INFO] [1698541606.331852394] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541606.335603388] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541606.329684397] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.333626391] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.343020376] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.346523370] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541606.357701352] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541606.361409346] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541606.369282334] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541606.378589319] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.382487313] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541606.388256304] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541606.392967296] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541606.390215300] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.394145294] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.405287276] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.409333270] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541606.411683266] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541606.422051250] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541606.436908226] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541606.440735220] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541606.445329213] [coordinator]: The time of execution of above program is:10.16071629524231
trials-all-1  | [arm-1] [INFO] [1698541606.438100224] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.441822218] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.447737209] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.451477203] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.465273181] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.469822173] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.473575167] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541606.470083173] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541606.473955167] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541606.482925153] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541606.488061144] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541606.494084135] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.501407123] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.505009117] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541606.513514104] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541606.521796091] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.527384082] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.531354075] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541606.530596076] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541606.536910066] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541606.540761060] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.549359047] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.553411040] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541606.560528029] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541606.568300016] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.575196005] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541606.582599993] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541606.589785982] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.593723976] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.601417963] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.605626957] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541606.609106951] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541606.615628941] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.619471935] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.627219922] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.631039916] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.638669904] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541606.642302898] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698541606.644126895] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.652047883] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.659776870] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.665297862] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.668910856] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.676069844] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.679462839] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.691529820] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.696701811] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.700795805] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.705230798] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.711816787] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.716221780] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541606.721802771] [coordinator]: The time of execution of above program is:10.362277746200562
trials-all-1  | [coordinator-2] [INFO] [1698541606.725528765] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541606.724129768] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.727753762] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541606.732411754] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541606.741324740] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541606.745449734] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541606.758096713] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [arm-1] [INFO] [1698541606.734059752] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.752122723] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.762366707] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.771366692] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.775407686] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.779429679] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.788825664] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.782748674] [robot]: Doing a_navto
trials-all-1  | [environment-3] [INFO] [1698541606.797892650] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698541606.798321649] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.802622642] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.813090626] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541606.815770621] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541606.817319619] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.821211613] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.835683590] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541606.822090611] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541606.832985594] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698541606.841865580] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541606.844213576] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541606.845903573] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.853838561] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.857840554] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.863688545] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.867661539] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541606.859802551] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541606.863563545] [coordinator]: The time of execution of above program is:10.579389572143555
trials-all-1  | [robot-6] [INFO] [1698541606.874296528] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.878526521] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.887524507] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541606.899097488] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541606.900952485] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.904910479] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541606.909308472] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.915523462] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541606.919651456] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541606.933469434] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541606.934603432] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.938573425] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541606.942483419] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.942237420] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541606.946259413] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541606.950339407] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541606.954582400] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541606.961684389] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541606.964779384] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541606.968361378] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541606.972252372] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541606.977514363] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541606.985987350] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541606.993133338] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541606.996951332] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.000459327] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.004100321] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541606.998411330] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541607.002244324] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541607.011613309] [coordinator]: The time of execution of above program is:10.721798419952393
trials-all-1  | [robot-6] [INFO] [1698541607.010225311] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.014157305] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.030247279] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.035342271] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.050377246] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541607.053611241] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541607.057638235] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541607.065861222] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541607.069991215] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541607.074493208] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541607.084170192] [arm]: Doing a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.111946148] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541607.092557179] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.096630172] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541607.098682169] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541607.103730161] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541607.120079135] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541607.130745117] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541607.138557105] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541607.145844093] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541607.149990086] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541607.158444073] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.162229067] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541607.165342062] [coordinator]: The time of execution of above program is:10.869606018066406
trials-all-1  | [coordinator-2] [INFO] [1698541607.168758056] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541607.167951058] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.171864051] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541607.172369050] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541607.192653018] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541607.201699003] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541607.205541997] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541607.199979006] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.209666991] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.221254972] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.225513965] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541607.231480956] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.235327949] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541607.232026955] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541607.237480946] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541607.243423936] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.247783929] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.254517919] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541607.257191914] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541607.270302893] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541607.273522888] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541607.283150872] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.287429866] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541607.284606870] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541607.288081865] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541607.302727841] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.306469835] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.315877820] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.323802807] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541607.330154797] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541607.331558795] [coordinator]: The time of execution of above program is:11.007580757141113
trials-all-1  | [coordinator-2] [INFO] [1698541607.339214782] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541607.345035773] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541607.347470769] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541607.358959751] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541607.375619724] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541607.380496716] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541607.391505698] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.398287688] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.402289681] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541607.395533692] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698541607.422017649] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.426929641] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.441137619] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.453672599] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.458742590] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.465493580] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541607.478680558] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.482780552] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.503368519] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.508504510] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.517417496] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.524846484] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541607.533143471] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.539041461] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.547941447] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541607.557666431] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541607.562754423] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541607.567353416] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541607.574903404] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541607.580630395] [robot]: not ready
