 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-13-00-930114-e1e1b5bc6e59-1
trials-all-1  | [arm-1] [INFO] [1698542004.207579876] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542004.217325323] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542004.222358038] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542004.227439750] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542004.232988436] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542004.238028150] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542004.245863706] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542004.255056185] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542004.258839970] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.269857346] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.275528024] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542004.283597567] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542004.289953207] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542004.290265189] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542004.294630942] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542004.298783706] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542004.295727880] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542004.299151686] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.321801402] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.330379916] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542004.334770667] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542004.330396915] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542004.349213848] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542004.353942580] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542004.354700537] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542004.366662859] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542004.370668632] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542004.371951559] [coordinator]: The time of execution of above program is:9.752278566360474
trials-all-1  | [coordinator-2] [INFO] [1698542004.377526243] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542004.381274031] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542004.382518960] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.386891713] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542004.391159471] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542004.401846865] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542004.389336574] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542004.395400230] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542004.399298009] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542004.408928463] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542004.414123169] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542004.426843448] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542004.433258085] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542004.428323364] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.437618837] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542004.446162353] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542004.447227293] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542004.451580046] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542004.458110676] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542004.461878462] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542004.465435261] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542004.467423148] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542004.469492031] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.488754939] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542004.492852707] [coordinator]: The time of execution of above program is:9.865334272384644
trials-all-1  | [coordinator-2] [INFO] [1698542004.496457502] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542004.501777201] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542004.502004188] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542004.510590701] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542004.514723467] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542004.519200213] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542004.531284528] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542004.534870325] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542004.535233305] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542004.540238021] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542004.556524098] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542004.556855079] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542004.563870682] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.573009164] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.580750725] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542004.583132590] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542004.588484286] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542004.600993577] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542004.607700197] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542004.611673972] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542004.612577921] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.628916995] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542004.629044988] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542004.636287577] [coordinator]: The time of execution of above program is:10.026497840881348
trials-all-1  | [arm-1] [INFO] [1698542004.642241240] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542004.642956199] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542004.646733985] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542004.652181676] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542004.661151168] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542004.676971271] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542004.684264858] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542004.689657552] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542004.693455337] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542004.697197125] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.705789638] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.710636363] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542004.715004115] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542004.719662851] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542004.727992379] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542004.735269967] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542004.737221856] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542004.739323737] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542004.744951418] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542004.757701695] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542004.757980680] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.763755352] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542004.776332639] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542004.780644395] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542004.784969150] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542004.797578435] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542004.801354221] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542004.800589265] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542004.808914793] [coordinator]: The time of execution of above program is:10.198162317276001
trials-all-1  | [coordinator-2] [INFO] [1698542004.816033389] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542004.819819175] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542004.816374370] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.820331146] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542004.837597167] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542004.841331955] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542004.849590487] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542004.864366650] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542004.868439419] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.854983182] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542004.858986955] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542004.881303690] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542004.888613275] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542004.892535053] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542004.888903259] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542004.901542543] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542004.913921841] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542004.917833619] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542004.915561748] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542004.922339364] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542004.934951649] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542004.938519447] [coordinator]: The time of execution of above program is:10.315273523330688
trials-all-1  | [coordinator-2] [INFO] [1698542004.943951139] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542004.947524936] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542004.947664928] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542004.951931687] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542004.970229650] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542004.974499408] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542004.978399186] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542004.966720848] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542004.985494784] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542004.989197574] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542004.992612381] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542004.990473502] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542004.994099297] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542005.012522253] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542005.022944663] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.040571666] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.057995680] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.061999453] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542005.075153709] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542005.075212706] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542005.087981983] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542005.088757939] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542005.093204688] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542005.094867593] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542005.097101467] [coordinator]: The time of execution of above program is:10.490659713745117
trials-all-1  | [robot-6] [INFO] [1698542005.099553328] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.107064903] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.112218612] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542005.115899403] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542005.120393149] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542005.112334605] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542005.115874405] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542005.124571913] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542005.127984719] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542005.135373301] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.141141975] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542005.147143635] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542005.156035132] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542005.159887914] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542005.163591704] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542005.158849973] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.162459769] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542005.174722075] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542005.177915894] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542005.181814673] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542005.181688680] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542005.189523237] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542005.191298137] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.205215349] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542005.214330833] [coordinator]: The time of execution of above program is:10.587046384811401
trials-all-1  | [coordinator-2] [INFO] [1698542005.218836578] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542005.215531765] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.219354549] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542005.222648363] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542005.231470863] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542005.233882727] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542005.238491466] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542005.243356191] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542005.251331739] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.256918423] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542005.266141901] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542005.273044511] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542005.276817297] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542005.282159995] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542005.275697361] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.279633138] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542005.289836561] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542005.297637119] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542005.303028814] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542005.314066189] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542005.316737038] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542005.321060794] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542005.329200333] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542005.335090000] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.338807789] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542005.345901388] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542005.349884163] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542005.346854334] [coordinator]: The time of execution of above program is:10.72672724723816
trials-all-1  | [robot-6] [INFO] [1698542005.356953762] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.364810318] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542005.365987251] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542005.378924519] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542005.379044512] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542005.390303875] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542005.390384871] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542005.397877447] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542005.401613235] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542005.398846392] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542005.403043154] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542005.416367400] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.421680100] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542005.421881088] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542005.425478885] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542005.441262992] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542005.441728965] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.459987932] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542005.464771661] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542005.468449453] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542005.475863034] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542005.477731928] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542005.483841582] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.489363270] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542005.491172167] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542005.499160715] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.504595408] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542005.510742060] [coordinator]: The time of execution of above program is:10.888686180114746
trials-all-1  | [arm-1] [INFO] [1698542005.513621897] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542005.520561504] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542005.524204298] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542005.528954029] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542005.531617879] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542005.536189620] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.546230052] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542005.558263371] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542005.565286973] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542005.568859771] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542005.566308915] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542005.570272691] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542005.576961313] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542005.585217845] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.588751645] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542005.598584089] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542005.603243825] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542005.605204714] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.612707290] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542005.620011877] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542005.626402515] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542005.626776494] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542005.637889865] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542005.648580260] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542005.652573034] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542005.652723025] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.661204546] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.673271863] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.677631616] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542005.681405402] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542005.674403799] [coordinator]: The time of execution of above program is:11.050057172775269
trials-all-1  | [coordinator-2] [INFO] [1698542005.678270580] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542005.681716385] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542005.698208452] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542005.703961126] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542005.714737516] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.722810059] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.735323351] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.739178133] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542005.744511831] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542005.753891301] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542005.757966070] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542005.754481267] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542005.764129721] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.767978503] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542005.766675577] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542005.770802344] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542005.775014105] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542005.792286128] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542005.804442440] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542005.811365048] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542005.817492701] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542005.821689464] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542005.821992447] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542005.826691181] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542005.830855945] [coordinator]: The time of execution of above program is:11.224569320678711
trials-all-1  | [robot-6] [INFO] [1698542005.827458138] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.830814948] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542005.849585885] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542005.854102630] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542005.862171173] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542005.866161947] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542005.869856738] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542005.876312373] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542005.883453969] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542005.888071708] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542005.892649448] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542005.891752499] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542005.896945205] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542005.906342674] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542005.910654430] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542005.919799912] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542005.927672467] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542005.939418802] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542005.943892549] [arm]: Action result: False
